genes,logFC,logCPM,PValue,FDR,Annotation
LOC105189950,1.212752486,6.009011597,0.000997071,0.006036813,ribosomal protein S6 kinase alpha-5
LOC105181310,1.288225819,8.441903154,0.000998289,0.006038101,myelin regulatory factor-like protein isoform X1
LOC109504640,4.416912092,0.667158922,0.000998305,0.006038101,uncharacterized protein LOC109504640
LOC105192004,1.112429088,4.737408752,0.000998715,0.006038101,nuclear transcription factor Y subunit B-4
LOC105187989,1.298576877,4.721232374,0.000999629,0.006039609,dnaJ homolog subfamily C member 7 isoform X2
LOC105187035,1.33285236,10.98065,0.001000517,0.006039609,MD-2-related lipid-recognition protein
LOC105192170,1.54435696,3.000682642,0.001000852,0.006039609,transmembrane protein 268 isoform X1
LOC105187319,1.287794494,7.594071328,0.001000874,0.006039609,histone acetyltransferase p300 isoform X1
LOC105190212,-3.937960399,1.463516796,0.001001474,0.006040348,uncharacterized protein LOC105190212 isoform X3
LOC105183964,1.65824121,3.4904458,0.001002352,0.006042766,alkaline ceramidase
LOC105191164,1.422433669,4.338066277,0.001003261,0.006045364,uncharacterized protein DDB_G0283697
LOC105181740,1.279074635,6.820099866,0.001004904,0.006052384,uncharacterized protein LOC105181740 isoform X1
LOC105190767,1.163600494,5.703518962,0.001007251,0.006063632,"cytochrome c oxidase subunit 7C, mitochondrial"
LOC105188127,2.476146527,2.939852101,0.001013927,0.006100918,zinc finger and BTB domain-containing protein 45
LOC105188919,1.799706377,6.379088594,0.001016383,0.006112789,amyloid-beta-like protein isoform X1
LOC105189982,1.917447126,2.175507908,0.001019049,0.006125912,uncharacterized protein LOC105189982
LOC105192397,1.227810381,5.274274341,0.00102252,0.00614386,protein CREBRF homolog isoform X1
LOC105190875,1.141200599,5.183075996,0.00102463,0.006153614,ubiquitin carboxyl-terminal hydrolase 8 isoform X2
LOC105183629,1.804651418,2.385686858,0.001027264,0.006166505,cilia- and flagella-associated protein 157
LOC105186612,1.144130553,5.109674216,0.001027832,0.006166994,uncharacterized protein LOC105186612 isoform X2
LOC105188954,1.216309512,4.913798235,0.001029178,0.00617214,mitogen-activated protein kinase kinase kinase 12 isoform X1
LOC105184634,1.190683,5.623511255,0.001032055,0.00618646,phosphatidylinositide phosphatase SAC1 isoform X2
LOC105185482,1.145190194,4.949503478,0.001032995,0.006189167,charged multivesicular body protein 1b
LOC105180745,1.189738827,4.347693438,0.001034632,0.006196042,BRISC and BRCA1-A complex member 1
LOC112588053,1.741056665,4.910555641,0.001035839,0.006200333,uncharacterized protein LOC112588053 isoform X1
LOC105188789,3.022329711,0.064397139,0.001037629,0.006208113,discoidin domain-containing receptor tyrosine kinase B isoform X2
LOC105189082,1.134154778,4.994173167,0.0010408,0.00622414,parafibromin
LOC105183173,1.267862107,3.667233448,0.00104501,0.006245706,protein C12orf4 homolog isoform X3
LOC105187656,1.128273819,4.74559673,0.001045393,0.006245706,MTSS1-like protein isoform X1
LOC105185240,1.350224106,3.990369153,0.001052093,0.006282766,autophagy-related protein 13 homolog isoform X1
LOC105180737,1.277626923,6.739674037,0.001054886,0.006294649,pumilio homolog 2 isoform X1
LOC105192168,1.20649924,6.576292709,0.001055077,0.006294649,E3 ubiquitin-protein ligase Su(dx)
LOC105186254,1.242253794,3.702422321,0.001055892,0.006296541,palmitoyltransferase Hip14 isoform X1
LOC105181200,1.111284306,5.087684974,0.001056943,0.006299839,integrator complex subunit 3 isoform X1
LOC105182379,1.176123047,3.816903283,0.001061009,0.006321096,transport and Golgi organization protein 11
LOC105181683,1.593840678,2.32218727,0.001062646,0.006327871,uncharacterized protein LOC105181683
LOC105187269,1.292374788,6.051101773,0.001064664,0.006336907,uncharacterized protein LOC105187269 isoform X1
LOC105190755,4.86112057,-0.744075614,0.001065305,0.006337737,sodium- and chloride-dependent glycine transporter 1 isoform X1
LOC105187155,1.280073703,5.776089132,0.001067145,0.006345699,general transcription factor 3C polypeptide 2 isoform X1
LOC105192194,1.201469879,5.12333683,0.001070023,0.006356994,protein catecholamines up
LOC105185562,1.179093398,4.034339354,0.001070049,0.006356994,uncharacterized protein LOC105185562
LOC105186145,1.258672619,5.823773886,0.001073827,0.00637596,ubiquitin carboxyl-terminal hydrolase 47 isoform X1
LOC105187856,1.165719845,5.777205991,0.001074249,0.00637596,probable phosphorylase b kinase regulatory subunit beta isoform X1
LOC105190695,1.141009241,5.676565857,0.001074939,0.006377062,transmembrane protein 245 isoform X2
LOC105184384,1.210550029,4.519256394,0.001075646,0.006378266,piwi-like protein Siwi
LOC105192573,1.174441798,5.33858873,0.001078219,0.006390529,putative elongator complex protein 1
LOC105191823,-2.471008044,0.931232956,0.001079075,0.00639261,uncharacterized protein LOC105191823 isoform X1
LOC105187954,1.57771394,7.392737176,0.001080451,0.00639421,uncharacterized protein LOC105187954
LOC105183159,1.156429151,4.489771982,0.001080729,0.00639421,tetratricopeptide repeat protein 28
LOC105182077,1.271770683,6.902227782,0.001080861,0.00639421,AT-rich interactive domain-containing protein 2 isoform X1
LOC105184420,1.15393952,4.539888668,0.001082117,0.006395972,nuclear pore complex protein Nup54 isoform X1
LOC105180609,3.299784772,0.794469033,0.00108217,0.006395972,larval cuticle protein A2B
LOC105190149,2.262577651,1.354684062,0.001083614,0.006399196,sodium channel protein Nach
LOC105181123,1.276516849,3.669284955,0.001083727,0.006399196,syntaxin-1A isoform X1
LOC105191657,1.773461458,2.357619675,0.001086037,0.006407981,putative gustatory receptor 28b
LOC105184529,2.081782186,0.851007315,0.001086733,0.006407981,pancreatic triacylglycerol lipase
LOC105188435,1.220194143,5.273220677,0.001086734,0.006407981,protein strawberry notch isoform X2
LOC112590510,5.304591977,0.715212762,0.001088444,0.006413912,uncharacterized protein LOC112590510 isoform X2
LOC105181771,4.917934391,-0.719985566,0.001088753,0.006413912,uncharacterized protein LOC105181771
LOC105182627,1.22560722,7.859049712,0.001091074,0.006424591,AF4/FMR2 family member 4 isoform X2
LOC105183281,1.200056889,6.815863597,0.001095266,0.006446279,ubiquitin carboxyl-terminal hydrolase 7 isoform X2
LOC109504503,1.309436588,7.391863291,0.001096222,0.006448906,"short/branched chain specific acyl-CoA dehydrogenase, mitochondrial-like"
LOC105184078,2.704745707,0.895857987,0.001100705,0.006470937,uncharacterized protein LOC105184078
LOC105181232,1.464416491,8.212826942,0.001101474,0.006470937,dystroglycan isoform X2
LOC105186249,1.264931112,4.32353058,0.001101501,0.006470937,rho GTPase-activating protein 26 isoform X2
LOC105188389,1.500227713,2.24778865,0.001106752,0.006498767,monocarboxylate transporter 3
LOC105185675,2.258149477,1.203263579,0.001108808,0.006507821,optomotor-blind protein isoform X5
LOC105183016,3.254934671,-0.093381227,0.00111215,0.006524408,rho GTPase-activating protein 100F isoform X5
LOC105191261,2.821487618,3.468075366,0.001115518,0.006541132,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
LOC105187798,1.4246537,4.097952613,0.001120086,0.006561394,uncharacterized protein LOC105187798
LOC105180699,3.062437305,0.079569019,0.001120188,0.006561394,rhythmically expressed gene 5 protein
LOC105185057,2.576226803,0.619034089,0.001120786,0.006561394,uncharacterized protein LOC105185057
LOC105180458,2.508847365,0.196942408,0.001121047,0.006561394,cilia- and flagella-associated protein 43 isoform X1
LOC105186093,2.52927483,6.322846584,0.001122792,0.006568564,PDZ and LIM domain protein Zasp isoform X10
LOC105192495,1.223789149,4.522967506,0.001124029,0.006572766,basic-leucine zipper transcription factor A isoform X2
LOC105184597,1.155066991,4.719133265,0.001127861,0.006592124,trafficking protein particle complex subunit 11 isoform X1
LOC105187039,1.202036681,9.447988196,0.001129966,0.00660138,"pyruvate carboxylase, mitochondrial isoform X1"
LOC105181598,3.006784626,0.291263174,0.001132347,0.006610701,lachesin
LOC105182349,2.455899602,4.42771776,0.001132606,0.006610701,cholecystokinin receptor
LOC105183140,1.348192637,3.544258986,0.001136634,0.006631151,E3 ubiquitin-protein ligase SIAH1
LOC105192538,1.67648379,2.684500158,0.001139875,0.006646993,nucleolysin TIAR isoform X3
LOC105183828,1.491568707,6.455675344,0.001140644,0.006648416,cytochrome P450 9e2
LOC105183112,2.773326094,0.148893239,0.001141645,0.006651188,gamma-aminobutyric acid receptor alpha-like isoform X1
LOC105192445,1.50441685,2.797625005,0.001142725,0.006654412,palmitoyltransferase ZDHHC3
LOC105187180,1.226373548,6.98726794,0.001144674,0.006662699,uncharacterized protein LOC105187180
LOC105183166,3.154136364,0.179745646,0.001145256,0.00666302,fez family zinc finger protein erm
LOC105181235,1.131932418,5.621227446,0.001147924,0.006675474,vacuolar fusion protein MON1 homolog A
LOC105185108,1.161713394,4.355952527,0.001150309,0.006686269,UPF0692 protein CG33108
LOC105181242,1.276678108,6.942763221,0.001152108,0.00669365,RNA polymerase II elongation factor Ell
LOC105191273,1.134331048,5.498866573,0.001155999,0.006710317,"cytochrome c1, heme protein, mitochondrial"
LOC105190315,1.30740113,2.713536211,0.001156037,0.006710317,DNA replication complex GINS protein PSF1
LOC105180646,1.091618958,4.860918842,0.00115773,0.006717066,ER membrane protein complex subunit 3
LOC105186123,1.405088998,6.749812269,0.001159999,0.006723172,low density lipoprotein receptor adapter protein 1 isoform X2
LOC105185047,1.770879876,4.203053347,0.001160069,0.006723172,homeotic protein empty spiracles
LOC105183059,1.162227881,5.976265401,0.001160377,0.006723172,protein KIAA0100
LOC105189317,2.90652841,0.794947996,0.001161285,0.006725353,neither inactivation nor afterpotential protein C isoform X1
LOC105188654,1.147389219,4.589202134,0.001162356,0.006728477,sodium/hydrogen exchanger 8
LOC105188135,1.214635336,7.637107388,0.001169452,0.006766457,serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X3
LOC105182534,1.332425745,4.006222199,0.001171876,0.006777382,exosome complex component RRP41
LOC105188615,1.185950255,4.539440732,0.001173368,0.006782916,TBC1 domain family member 15 isoform X1
LOC105183225,1.18439931,5.789489426,0.00117507,0.006789649,uncharacterized protein LOC105183225
LOC105186478,1.234562358,7.942340749,0.001175942,0.00679159,nuclear receptor coactivator 3 isoform X3
LOC105190496,5.352939859,-0.476763603,0.001177635,0.006798262,uncharacterized protein LOC105190496
LOC105187074,1.196790406,8.165713561,0.001179273,0.006804618,zinc finger protein 608 isoform X2
LOC105180695,1.140539711,5.554455869,0.001182273,0.006818819,transcription factor MafG
LOC105190714,1.06557563,4.960507853,0.001188263,0.006848573,uncharacterized protein LOC105190714 isoform X1
LOC105191548,1.300234148,5.071181024,0.001188515,0.006848573,amyloid protein-binding protein 2
LOC105192047,1.184052045,3.785931938,0.001190362,0.006856093,"39S ribosomal protein L39, mitochondrial"
LOC105183792,1.558405394,2.01925923,0.00119189,0.006861775,prostatic spermine-binding protein-like
LOC105188959,1.320280615,6.66680902,0.001194286,0.006872441,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
LOC105185029,2.379241897,0.989878651,0.00119647,0.006880687,probable chitinase 2 isoform X1
LOC105188338,1.20411346,6.363449137,0.001196807,0.006880687,calpain-D
LOC105189000,1.242178127,5.419547204,0.00120482,0.006920539,LOW QUALITY PROTEIN: uncharacterized protein LOC105189000
LOC105190712,1.386847649,6.062231161,0.001205019,0.006920539,circadian locomoter output cycles protein kaput isoform X3
LOC105187802,1.293831056,6.094324252,0.001205379,0.006920539,E3 ubiquitin-protein ligase NEDD4 isoform X1
LOC105185752,1.239728961,9.163830492,0.001207009,0.006926752,protein bangles and beads
LOC105180571,1.831143923,3.258573467,0.0012081,0.006929872,arylsulfatase B isoform X1
LOC105186003,-5.650038928,2.221242261,0.001218804,0.006988102,serine protease 48
LOC105183094,1.360704178,4.325736637,0.001219961,0.006991568,rootletin isoform X1
LOC105187072,2.554288996,0.602348416,0.001221721,0.006998485,IDLSRF-like peptide
LOC105185270,2.456264357,3.540093415,0.001222587,0.006999568,uncharacterized protein LOC105185270
LOC105181284,1.901452288,1.789058506,0.001223016,0.006999568,neurotrimin
LOC105182321,1.340930672,3.074393491,0.001223734,0.007000508,phosphatidylinositol-glycan biosynthesis class F protein
LOC105189916,1.118186382,5.512165661,0.001224931,0.007004193,serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
LOC105189747,1.135915117,5.461314759,0.001226866,0.007012088,GPI mannosyltransferase 1
LOC105189944,1.13567178,5.7173895,0.001227575,0.007012663,BRISC complex subunit FAM175B
LOC105184341,1.76583587,6.686952788,0.001228075,0.007012663,acetyl-coenzyme A synthetase
LOC105184363,1.109872675,4.680464323,0.001229093,0.007015313,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase isoform X2"
LOC105185238,3.049921154,0.785887624,0.00123266,0.007032498,transient receptor potential protein
LOC105181971,2.194904444,2.767242599,0.001234381,0.007036523,ion transport peptide
LOC105183838,1.056255846,4.606806457,0.001234478,0.007036523,"LOW QUALITY PROTEIN: serine--pyruvate aminotransferase, mitochondrial"
LOC105183915,1.205622717,3.680364119,0.001235152,0.007037194,nuclear mitotic apparatus protein 1
LOC105187696,1.187749994,5.676495303,0.001236134,0.007039623,putative RNA-binding protein 15 isoform X1
LOC105189857,1.242374408,4.489960029,0.001237661,0.007045144,V-type proton ATPase 21 kDa proteolipid subunit
LOC105187359,1.446025586,6.441775406,0.001238841,0.007048694,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X4
LOC105180764,1.212708766,4.116035019,0.001239535,0.007049472,uncharacterized protein LOC105180764
LOC105185705,1.060011633,4.940753,0.001240822,0.007053622,UDP-glucuronic acid decarboxylase 1 isoform X1
LOC105181157,1.183575895,6.926767891,0.001242082,0.00705723,lysine-specific demethylase 5A isoform X2
LOC105183017,1.140947271,5.098910302,0.001242886,0.00705723,ATP-binding cassette sub-family F member 2
LOC105190069,1.277673204,10.0184024,0.00124313,0.00705723,bax inhibitor 1
LOC105181048,1.352040858,9.314546559,0.001243723,0.007057429,endoplasmic reticulum chaperone BiP isoform X4
LOC105185124,1.258239639,5.898555118,0.00124549,0.00706429,serine protease snake-like
LOC105190851,1.270792118,3.850251014,0.001249289,0.007082664,ADP-ribosylation factor-like protein 8B-A
LOC112589398,1.554187877,9.600447138,0.001253894,0.007105588,chymotrypsin inhibitor-like
LOC105184848,-1.130673988,5.00577819,0.001255185,0.007109716,alpha-L-fucosidase
LOC105189453,1.191696386,6.749889105,0.001260581,0.007135814,coatomer subunit gamma
LOC105184724,1.230011404,3.535480874,0.001261411,0.007135814,band 4.1-like protein 5
LOC105191587,1.1547261,4.841668787,0.001261484,0.007135814,serine/arginine repetitive matrix protein 1 isoform X1
LOC105189261,1.347274093,3.339635578,0.001263634,0.007144783,protein-tyrosine sulfotransferase isoform X2
LOC105190546,2.394955103,3.891325634,0.001264708,0.007147661,coiled-coil domain-containing protein 6
LOC105180969,1.298936156,5.933906829,0.001266298,0.007148481,contactin
LOC105186849,-1.212693011,3.271954771,0.00126697,0.007148481,diamine acetyltransferase 2
LOC105182570,2.032680946,1.919372296,0.001266989,0.007148481,uncharacterized protein LOC105182570
LOC105185985,1.116059291,4.0119299,0.001267668,0.007148481,guanine nucleotide exchange factor subunit Rich isoform X2
LOC105182797,1.537026181,5.721329139,0.001267678,0.007148481,uncharacterized protein LOC105182797 isoform X1
LOC105183555,1.185731499,4.93675956,0.001268598,0.007148794,potential E3 ubiquitin-protein ligase ariadne-1
LOC105186151,3.967983549,0.405690302,0.001268863,0.007148794,ionotropic receptor 25a
LOC105187278,1.712642365,2.001815281,0.001269847,0.007148917,uncharacterized protein LOC105187278
LOC112588639,-6.247445724,-0.105724482,0.001270015,0.007148917,O-acyltransferase like protein-like
LOC105186383,1.127377059,5.191055303,0.001274856,0.007172977,pyridoxal-dependent decarboxylase domain-containing protein 1 isoform X1
LOC105184855,1.734197028,1.616563798,0.001277599,0.007185215,uncharacterized protein LOC105184855
