Protein	GO.term
LOC105182017.10.p1	GO:0008218
LOC105182017.11.p1	GO:0008152
LOC105182017.11.p1	GO:0009987
LOC105182017.11.p1	GO:0008150
LOC105182017.11.p1	GO:0008218
LOC105182017.12.p1	GO:0008150
LOC105182017.12.p1	GO:0008152
LOC105182017.12.p1	GO:0009987
LOC105182017.12.p1	GO:0008218
LOC105182017	GO:0009987
LOC105182017	GO:0008152
LOC105182017	GO:0008150
LOC105182017	GO:0008218
LOC105182017.15.p1	GO:0008152
LOC105182017.15.p1	GO:0009987
LOC105182017.15.p1	GO:0008150
LOC105182017.15.p1	GO:0008218
LOC105182017.18.p1	GO:0008152
LOC105182017.18.p1	GO:0009987
LOC105182017.18.p1	GO:0008150
LOC105182017.18.p1	GO:0008218
LOC105182017.21.p1	GO:0008152
LOC105182017.21.p1	GO:0009987
LOC105182017.21.p1	GO:0008150
LOC105182017.21.p1	GO:0008218
LOC105182017.22.p1	GO:0008152
LOC105182017.22.p1	GO:0009987
LOC105182017.22.p1	GO:0008150
LOC105182017.22.p1	GO:0008218
LOC105182017.23.p1	GO:0008150
LOC105182017.23.p1	GO:0008152
LOC105182017.23.p1	GO:0009987
LOC105182017.23.p1	GO:0008218
LOC105182017.3.p1	GO:0008150
LOC105182017.3.p1	GO:0008152
LOC105182017.3.p1	GO:0009987
LOC105182017.3.p1	GO:0008218
LOC105182017	GO:0009699
LOC105182017.8.p1	GO:0009987
LOC105182017.8.p1	GO:0008152
LOC105182017.8.p1	GO:0008150
LOC105182017.8.p1	GO:0008218
LOC105182017.9.p1	GO:0008152
LOC105182017.9.p1	GO:0009987
LOC105182017.9.p1	GO:0008150
LOC105182017.9.p1	GO:0008218
LOC105182018	GO:0008150
LOC105182018	GO:0009987
LOC105182019	GO:0008152
LOC105182019	GO:0009987
LOC105182019	GO:0008150
LOC105182019	GO:1902902
LOC105182019	GO:0007030
LOC105182020	GO:0006886
LOC105182020	GO:0032879
LOC105182020	GO:0051716
LOC105182020	GO:0070727
LOC105182020	GO:0008152
LOC105182020	GO:0009987
LOC105182020	GO:0034613
LOC105182020	GO:0060249
LOC105182020	GO:0008150
LOC105182021	GO:0008150
LOC105182021	GO:0009987
LOC105182023	GO:0008150
LOC105182023	GO:0009987
LOC105182025	GO:0008150
LOC105182025	GO:0008152
LOC105182025	GO:0009987
LOC105182025	GO:0014810
LOC105182026	GO:0043170
LOC105182026	GO:0009987
LOC105182026	GO:0008150
LOC105182026	GO:0008152
LOC105182026	GO:2000409
LOC105182026	GO:0010628
LOC105182026	GO:0006357
LOC105182026	GO:0043473
LOC105182026.3.p1	GO:0008152
LOC105182026.3.p1	GO:0008150
LOC105182026.3.p1	GO:0009987
LOC105182026.3.p1	GO:0006357
LOC105182026.3.p1	GO:2000409
LOC105182026.3.p1	GO:0010628
LOC105182026.3.p1	GO:0043473
LOC105182028	GO:0009987
LOC105182028	GO:0008152
LOC105182028	GO:0008150
LOC105182028	GO:0003031
LOC105182028	GO:0051447
LOC105182028	GO:0010753
LOC105182028	GO:1900194
LOC105182028	GO:1904640
LOC105182028	GO:0007589
LOC105182028	GO:0007168
LOC105182028	GO:0030308
LOC105182028	GO:0016525
LOC105182028	GO:0048662
LOC105182028	GO:1903779
LOC105182028	GO:0008217
LOC105182030	GO:0006468
LOC105182030	GO:0008152
LOC105182030	GO:0032874
LOC105182030	GO:0043170
LOC105182030	GO:0042325
LOC105182030	GO:0032268
LOC105182030	GO:0009987
LOC105182030	GO:0008150
LOC105182030	GO:0043410
LOC105182030	GO:0051716
LOC105182032.1.p1	GO:0010467
LOC105182032.1.p1	GO:0008150
LOC105182032.1.p1	GO:0016486
LOC105182032.1.p1	GO:0008152
LOC105182032.1.p1	GO:0009987
LOC105182032.1.p1	GO:0043170
LOC105182032.1.p1	GO:1901394
LOC105182032.1.p1	GO:0030574
LOC105182032.1.p1	GO:0036010
LOC105182032.1.p1	GO:0045887
LOC105182032.1.p1	GO:0007340
LOC105182032.1.p1	GO:0008039
LOC105182032.1.p1	GO:0001941
LOC105182032.1.p1	GO:1901046
LOC105182032.1.p1	GO:0007339
LOC105182032.1.p1	GO:0048678
LOC105182032.1.p1	GO:0048240
LOC105182032.1.p1	GO:0019082
LOC105182032.1.p1	GO:0061096
LOC105182032.1.p1	GO:0070555
LOC105182032.1.p1	GO:0090472
LOC105182032.1.p1	GO:0006937
LOC105182032.1.p1	GO:0030511
LOC105182032.1.p1	GO:0097688
LOC105182032.1.p1	GO:0014057
LOC105182032.1.p1	GO:0097341
LOC105182032.1.p1	GO:0032911
LOC105182032.1.p1	GO:0007274
LOC105182032.1.p1	GO:1900073
LOC105182032.1.p1	GO:0090326
LOC105182032.1.p1	GO:0009749
LOC105182032.1.p1	GO:0032902
LOC105182032.1.p1	GO:0032904
LOC105182032.1.p1	GO:0042176
LOC105182032.1.p1	GO:0010157
LOC105182032.1.p1	GO:0051592
LOC105182032.1.p1	GO:1903998
LOC105182032.1.p1	GO:1904014
LOC105182032.1.p1	GO:0060456
LOC105182032.1.p1	GO:0009566
LOC105182032.1.p1	GO:0032804
LOC105182032.1.p1	GO:0030070
LOC105182032.1.p1	GO:0051044
LOC105182032.1.p1	GO:0050714
LOC105182032.1.p1	GO:0051384
LOC105182032.1.p1	GO:0022617
LOC105182032	GO:0010467
LOC105182032	GO:0008150
LOC105182032	GO:0016486
LOC105182032	GO:0008152
LOC105182032	GO:0009987
LOC105182032	GO:0043170
LOC105182032	GO:1901394
LOC105182032	GO:0030574
LOC105182032	GO:0036010
LOC105182032	GO:0045887
LOC105182032	GO:0007340
LOC105182032	GO:0008039
LOC105182032	GO:0001941
LOC105182032	GO:1901046
LOC105182032	GO:0007339
LOC105182032	GO:0048678
LOC105182032	GO:0048240
LOC105182032	GO:0019082
LOC105182032	GO:0061096
LOC105182032	GO:0070555
LOC105182032	GO:0090472
LOC105182032	GO:0006937
LOC105182032	GO:0030511
LOC105182032	GO:0097688
LOC105182032	GO:0014057
LOC105182032	GO:0097341
LOC105182032	GO:0032911
LOC105182032	GO:0007274
LOC105182032	GO:1900073
LOC105182032	GO:0090326
LOC105182032	GO:0009749
LOC105182032	GO:0032902
LOC105182032	GO:0032904
LOC105182032	GO:0042176
LOC105182032	GO:0010157
LOC105182032	GO:0051592
LOC105182032	GO:1903998
LOC105182032	GO:1904014
LOC105182032	GO:0060456
LOC105182032	GO:0009566
LOC105182032	GO:0032804
LOC105182032	GO:0030070
LOC105182032	GO:0051044
LOC105182032	GO:0050714
LOC105182032	GO:0051384
LOC105182032	GO:0022617
LOC105182035	GO:0008152
LOC105182035	GO:0009987
LOC105182035	GO:0008150
LOC105182035.6.p1	GO:0008152
LOC105182035.6.p1	GO:0009987
LOC105182035.6.p1	GO:0008150
LOC105182035.8.p1	GO:0008152
LOC105182035.8.p1	GO:0009987
LOC105182035.8.p1	GO:0008150
LOC105182035.9.p1	GO:0008152
LOC105182035.9.p1	GO:0009987
LOC105182035.9.p1	GO:0008150
LOC105182038	GO:0008152
LOC105182038	GO:0009987
LOC105182038	GO:0043170
LOC105182038	GO:0008150
LOC105182038	GO:0033234
LOC105182038	GO:0032091
LOC105182038	GO:0040014
LOC105182038	GO:0032211
LOC105182038	GO:0031397
LOC105182038	GO:0045995
LOC105182038	GO:0017145
LOC105182038	GO:0031647
LOC105182039	GO:0008152
LOC105182039	GO:0008150
LOC105182039	GO:0009987
LOC105182039	GO:1990416
LOC105182039	GO:0000381
LOC105182039	GO:1990830
LOC105182041	GO:0008150
LOC105182041	GO:0009987
LOC105182041	GO:0008152
LOC105182041	GO:0031670
LOC105182041	GO:0061365
LOC105182041	GO:0045600
LOC105182041	GO:0055096
LOC105182041	GO:1904209
LOC105182041	GO:0015012
LOC105182041	GO:1904469
LOC105182041	GO:0043691
LOC105182041	GO:0034373
LOC105182041	GO:0042632
LOC105182041	GO:0010744
LOC105182041	GO:0050729
LOC105182043	GO:0043170
LOC105182043	GO:0008152
LOC105182043	GO:0008150
LOC105182043	GO:0070651
LOC105182043	GO:0034427
LOC105182043	GO:0034473
LOC105182043	GO:0071028
LOC105182043	GO:0071042
LOC105182043	GO:0071038
LOC105182043	GO:0043928
LOC105182045	GO:0009987
LOC105182045	GO:0008152
LOC105182045	GO:0008150
LOC105182045	GO:0043170
LOC105182050	GO:0009987
LOC105182050	GO:0008150
LOC105182050	GO:0008152
LOC105182053	GO:0008152
LOC105182053	GO:0043170
LOC105182053	GO:0001510
LOC105182053	GO:0009987
LOC105182053	GO:0008150
LOC105182054	GO:0009987
LOC105182054	GO:0008150
LOC105182054	GO:0040017
LOC105182054	GO:0072347
LOC105182054	GO:0008152
LOC105182054	GO:0018130
LOC105182054	GO:0019438
LOC105182054	GO:1901362
LOC105182055	GO:0009987
LOC105182055	GO:0008150
LOC105182055	GO:0008152
LOC105182056	GO:0006468
LOC105182056	GO:0019538
LOC105182056	GO:0008150
LOC105182056	GO:0009987
LOC105182056	GO:0007067
LOC105182056	GO:0043170
LOC105182056	GO:0008152
LOC105182056	GO:1901796
LOC105182056	GO:0051321
LOC105182056	GO:0000082
LOC105182056	GO:0000086
LOC105182056	GO:0045471
LOC105182056	GO:0034501
LOC105182056	GO:0045995
LOC105182056	GO:0006813
LOC105182056	GO:0006367
LOC105182056	GO:0046427
LOC105182056	GO:0090166
LOC105182056	GO:0051602
LOC105182056	GO:0032355
LOC105182056	GO:0048678
LOC105182056	GO:0051591
LOC105182057	GO:0008150
LOC105182057	GO:0009987
LOC105182057	GO:0032879
LOC105182058.2.p1	GO:0009987
LOC105182058.2.p1	GO:0008150
LOC105182058.2.p1	GO:0015768
LOC105182058.2.p1	GO:0070837
LOC105182058.2.p1	GO:0015767
LOC105182058	GO:0009987
LOC105182058	GO:0008150
LOC105182058	GO:0070837
LOC105182058	GO:0015767
LOC105182058	GO:0015768
LOC105182058.4.p1	GO:0009987
LOC105182058.4.p1	GO:0008150
LOC105182058.4.p1	GO:0070837
LOC105182058.4.p1	GO:0015767
LOC105182058.4.p1	GO:0015768
LOC105182058.4.p1	GO:0035428
LOC105182058	GO:0035428
LOC105182058.6.p1	GO:0009987
LOC105182058.6.p1	GO:0008150
LOC105182058.6.p1	GO:0070837
LOC105182058.6.p1	GO:0015767
LOC105182058.6.p1	GO:0015768
LOC105182058	GO:0055085
LOC105182060	GO:0009987
LOC105182060	GO:0008150
LOC105182061.2.p1	GO:0006268
LOC105182061.2.p1	GO:0043170
LOC105182061.2.p1	GO:0018130
LOC105182061.2.p1	GO:0008150
LOC105182061.2.p1	GO:0009987
LOC105182061.2.p1	GO:0008152
LOC105182061.2.p1	GO:0007067
LOC105182061.2.p1	GO:1901362
LOC105182061.2.p1	GO:0030174
LOC105182061.2.p1	GO:0006267
LOC105182061.2.p1	GO:1902969
LOC105182061.2.p1	GO:0007307
LOC105182061.2.p1	GO:0000727
LOC105182063	GO:0008150
LOC105182063	GO:0009987
LOC105182066	GO:0042246
LOC105182066	GO:0008150
LOC105182066	GO:0009987
LOC105182066	GO:0008152
LOC105182068	GO:0009987
LOC105182068	GO:0008150
LOC105182068	GO:1904428
LOC105182068	GO:1901953
LOC105182071	GO:0009987
LOC105182071	GO:0008150
LOC105182074	GO:0009987
LOC105182074	GO:0008150
LOC105182075	GO:0009987
LOC105182075	GO:0008152
LOC105182075	GO:0008150
LOC105182075	GO:0098849
LOC105182075	GO:0090423
LOC105182075	GO:0046938
LOC105182075	GO:0070131
LOC105182076	GO:0032268
LOC105182076	GO:0043170
LOC105182076	GO:0008152
LOC105182076	GO:0009987
LOC105182076	GO:0008150
LOC105182077	GO:0030336
LOC105182077	GO:0006325
LOC105182077	GO:0008150
LOC105182077	GO:0040011
LOC105182077	GO:0009987
LOC105182077	GO:0003007
LOC105182080	GO:0009261
LOC105182080	GO:0008152
LOC105182080	GO:0009987
LOC105182080	GO:0046069
LOC105182080	GO:0008150
LOC105182080	GO:0010753
LOC105182080	GO:0061028
LOC105182080	GO:0010754
LOC105182080	GO:0003281
LOC105182080	GO:0043951
LOC105182080	GO:0060976
LOC105182080	GO:1901046
LOC105182080	GO:0035904
LOC105182080	GO:1904613
LOC105182080	GO:0071260
LOC105182080	GO:0010738
LOC105182080	GO:0040018
LOC105182080	GO:1902160
LOC105182080	GO:0010749
LOC105182080	GO:0071321
LOC105182080	GO:0071320
LOC105182080	GO:0036006
LOC105182080	GO:0043117
LOC105182086	GO:0008150
LOC105182086	GO:0019219
LOC105182086	GO:0045892
LOC105182086	GO:0018130
LOC105182086	GO:1901362
LOC105182086	GO:0031326
LOC105182086	GO:0010556
LOC105182086	GO:0008152
LOC105182086	GO:0009987
LOC105182087	GO:0008150
LOC105182087.5.p1	GO:0008150
LOC105182087.5.p1	GO:0009987
LOC105182087	GO:0009987
LOC105182088	GO:0009987
LOC105182088	GO:0070727
LOC105182088	GO:0008150
LOC105182088	GO:0032446
LOC105182088	GO:0034613
LOC105182088	GO:0006886
LOC105182088	GO:0008152
LOC105182089	GO:0009987
LOC105182089	GO:0008150
LOC105182089	GO:0008152
LOC105182090	GO:0032268
LOC105182090	GO:0008150
LOC105182090	GO:0051248
LOC105182090	GO:0032446
LOC105182090	GO:0010467
LOC105182090	GO:0043170
LOC105182090	GO:0009987
LOC105182090	GO:0008152
LOC105182090	GO:1904263
LOC105182090	GO:0006325
LOC105182090	GO:0051603
LOC105182091	GO:0008152
LOC105182091	GO:0008150
LOC105182091	GO:0009987
LOC105182092	GO:0008150
LOC105182093	GO:0055085
LOC105182093	GO:0009987
LOC105182093	GO:0008150
LOC105182093	GO:0043523
LOC105182093	GO:0007214
LOC105182093	GO:0006836
LOC105182093	GO:0051970
LOC105182093	GO:0042749
LOC105182093	GO:2000300
LOC105182093	GO:0090328
LOC105182093	GO:0051260
LOC105182093	GO:0007340
LOC105182093	GO:0050805
LOC105182093	GO:0007218
LOC105182093	GO:0071294
LOC105182093	GO:0071230
LOC105182093	GO:0060013
LOC105182093	GO:0060080
LOC105182093	GO:0060012
LOC105182093	GO:0060021
LOC105182093	GO:0097688
LOC105182095	GO:0008150
LOC105182095	GO:0009987
LOC105182095	GO:0035249
LOC105182095	GO:0048208
LOC105182095	GO:0007631
LOC105182095	GO:0060292
LOC105182095	GO:0008306
LOC105182095	GO:0031623
LOC105182095	GO:0007616
LOC105182095	GO:0048172
LOC105182095	GO:0051602
LOC105182095	GO:0050806
LOC105182095	GO:0046685
LOC105182095	GO:0019228
LOC105182095	GO:0001966
LOC105182095	GO:0001919
LOC105182095	GO:0060992
LOC105182095	GO:0051402
LOC105182095	GO:0010226
LOC105182095	GO:2000310
LOC105182095	GO:0043525
LOC105182095	GO:0007614
LOC105182095	GO:0001662
LOC105182096	GO:0008150
LOC105182096	GO:0009987
LOC105182096	GO:1901362
LOC105182096	GO:0018130
LOC105182096	GO:0008152
LOC105182096	GO:0043170
LOC105182098	GO:0008150
LOC105182098	GO:1901617
LOC105182098	GO:0009987
LOC105182098	GO:0008152
LOC105182098	GO:0032355
LOC105182098	GO:0052314
LOC105182098	GO:0018126
LOC105182098	GO:0018963
LOC105182098	GO:0071312
LOC105182098	GO:1902437
LOC105182098	GO:0042745
LOC105182098	GO:0043627
LOC105182098	GO:0016137
LOC105182098	GO:0001963
LOC105182098	GO:0035176
LOC105182098	GO:0045472
LOC105182098	GO:0043052
LOC105182098	GO:0071316
LOC105182098	GO:0006585
LOC105182098	GO:0051602
LOC105182098	GO:0014823
LOC105182098	GO:0048085
LOC105182098	GO:0045471
LOC105182098	GO:0040040
LOC105182098	GO:0071419
LOC105182100	GO:0032446
LOC105182100	GO:0008152
LOC105182100	GO:0032502
LOC105182100	GO:0009987
LOC105182100	GO:0070647
LOC105182100	GO:0008150
LOC105182100	GO:0043170
LOC105182102	GO:0043170
LOC105182102	GO:0016192
LOC105182102	GO:0042325
LOC105182102	GO:0043410
LOC105182102	GO:0008150
LOC105182102	GO:0006468
LOC105182102	GO:0009987
LOC105182102	GO:0032268
LOC105182102	GO:0008152
LOC105182102	GO:0035176
LOC105182104	GO:0043170
LOC105182104	GO:0009987
LOC105182104	GO:0008150
LOC105182104	GO:0002181
LOC105182119	GO:0008152
LOC105182119	GO:0008150
LOC105182119	GO:0009987
LOC105182119	GO:0043314
LOC105182119	GO:0060313
LOC105182119	GO:0042472
LOC105182119	GO:0043114
LOC105182119	GO:0060268
LOC105182119	GO:0030216
LOC105182119	GO:0050804
LOC105182119	GO:0048041
LOC105182119	GO:0044879
LOC105182120	GO:0048731
LOC105182120	GO:1901362
LOC105182120	GO:0045892
LOC105182120	GO:0010556
LOC105182120	GO:1903507
LOC105182120	GO:0008152
LOC105182120	GO:0010629
LOC105182120	GO:0008150
LOC105182120	GO:0032502
LOC105182120	GO:0006325
LOC105182120	GO:0009987
LOC105182120	GO:0031326
LOC105182120	GO:0030154
LOC105182120	GO:1902679
LOC105182121	GO:0009987
LOC105182121	GO:0008152
LOC105182121	GO:0008150
LOC105182121	GO:0061623
LOC105182121	GO:0050830
LOC105182121	GO:0035262
LOC105182121	GO:1903354
LOC105182121	GO:0040026
LOC105182123	GO:0009987
LOC105182123	GO:0040011
LOC105182123	GO:0008152
LOC105182123	GO:0008150
LOC105182123	GO:0045670
LOC105182123	GO:0044358
LOC105182123	GO:0033627
LOC105182123	GO:1990830
LOC105182123	GO:0044485
LOC105182123	GO:2000415
LOC105182123	GO:0042117
LOC105182123	GO:0044481
LOC105182123	GO:2000399
LOC105182123	GO:0002418
LOC105182123	GO:0034241
LOC105182123	GO:2000391
LOC105182123	GO:0030195
LOC105182123	GO:1904628
LOC105182123	GO:0051044
LOC105182123	GO:0033630
LOC105182123	GO:0050714
LOC105182123	GO:0051549
LOC105182124	GO:0009987
LOC105182124	GO:0008150
LOC105182124.2.p1	GO:0008150
LOC105182124.2.p1	GO:0009987
LOC105182124.2.p1	GO:0031161
LOC105182124	GO:0046338
LOC105182124	GO:0031161
LOC105182126	GO:0008150
LOC105182126	GO:0008152
LOC105182126	GO:0009987
LOC105182126	GO:1903833
LOC105182126	GO:0002181
LOC105182126	GO:0031116
LOC105182126	GO:1901673
LOC105182126.5.p1	GO:0009987
LOC105182126.5.p1	GO:0008152
LOC105182126.5.p1	GO:0008150
LOC105182126.5.p1	GO:0002181
LOC105182126.5.p1	GO:0031116
LOC105182126.5.p1	GO:1901673
LOC105182127	GO:0009987
LOC105182127	GO:0008152
LOC105182127	GO:0008150
LOC105182127	GO:0010795
LOC105182128	GO:0070727
LOC105182128	GO:0032879
LOC105182128	GO:0008152
LOC105182128	GO:0009987
LOC105182128	GO:0034613
LOC105182128	GO:0008150
LOC105182128	GO:0032268
LOC105182128	GO:0043170
LOC105182128	GO:0006886
LOC105182128	GO:0030968
LOC105182128	GO:0030433
LOC105182128	GO:0018279
LOC105182128	GO:1904380
LOC105182129	GO:0009987
LOC105182129	GO:0008150
LOC105182129	GO:0006661
LOC105182133.3.p1	GO:0008150
LOC105182134	GO:0008150
LOC105182134	GO:0009987
LOC105182135	GO:0009987
LOC105182135	GO:0042420
LOC105182135	GO:0008150
LOC105182135	GO:1901617
LOC105182135	GO:0008152
LOC105182135	GO:0006589
LOC105182135	GO:0042421
LOC105182135	GO:2001236
LOC105182135	GO:0071927
LOC105182135	GO:0002443
LOC105182135	GO:0042596
LOC105182135	GO:0048149
LOC105182135	GO:0042309
LOC105182135	GO:0050795
LOC105182135	GO:0001975
LOC105182135.2.p1	GO:0008152
LOC105182135.2.p1	GO:0008150
LOC105182135.2.p1	GO:0009987
LOC105182135.2.p1	GO:0042420
LOC105182135.2.p1	GO:1901617
LOC105182135.2.p1	GO:0048149
LOC105182135.2.p1	GO:2001236
LOC105182135.2.p1	GO:0042421
LOC105182135.2.p1	GO:0002443
LOC105182135.2.p1	GO:0001975
LOC105182135.2.p1	GO:0042596
LOC105182135.2.p1	GO:0042309
LOC105182135.2.p1	GO:0071927
LOC105182135.2.p1	GO:0006589
LOC105182135.2.p1	GO:0050795
LOC105182136	GO:0008150
LOC105182136	GO:0009987
LOC105182137	GO:0010467
LOC105182137	GO:0008150
LOC105182137	GO:0009987
LOC105182137	GO:0000460
LOC105182137	GO:1902801
LOC105182137	GO:0000292
LOC105182137	GO:0043630
LOC105182137	GO:0006813
LOC105182137	GO:0010497
LOC105182137	GO:0032210
LOC105182137	GO:1904278
LOC105182137	GO:0016441
LOC105182137	GO:1902802
LOC105182138	GO:0008152
LOC105182138	GO:0051716
LOC105182138	GO:0009987
LOC105182138	GO:0032879
LOC105182138	GO:0034613
LOC105182138	GO:0008150
LOC105182138	GO:0070727
LOC105182138	GO:0043170
LOC105182138	GO:0006886
LOC105182138	GO:0045740
LOC105182139	GO:0008150
LOC105182139	GO:0009987
LOC105182140	GO:0043170
LOC105182140	GO:0008152
LOC105182140	GO:0040011
LOC105182140	GO:0008150
LOC105182141	GO:0008152
LOC105182141	GO:0008150
LOC105182141	GO:0009987
LOC105182141	GO:0008355
LOC105182141	GO:0055074
LOC105182141	GO:0007616
LOC105182141	GO:0060291
LOC105182141	GO:1902952
LOC105182141	GO:0048169
LOC105182141	GO:0048511
LOC105182141	GO:0043523
LOC105182141	GO:0050975
LOC105182141	GO:0051290
LOC105182141	GO:0001661
LOC105182141	GO:0045471
LOC105182141	GO:2000310
LOC105182141	GO:0001964
LOC105182141	GO:0019233
LOC105182141	GO:0048013
LOC105182141	GO:0035249
LOC105182141	GO:0008542
LOC105182141	GO:1903428
LOC105182141	GO:1900149
LOC105182141	GO:0060179
LOC105182141	GO:1903539
LOC105182141	GO:1904646
LOC105182141	GO:0033058
LOC105182141	GO:0043576
LOC105182141	GO:0001975
LOC105182142	GO:1901362
LOC105182142	GO:0032268
LOC105182142	GO:0008152
LOC105182142	GO:0009987
LOC105182142	GO:0018130
LOC105182142	GO:0008150
LOC105182142	GO:0043170
LOC105182143	GO:0043170
LOC105182143	GO:0008150
LOC105182143	GO:0051248
LOC105182143	GO:0032446
LOC105182143	GO:0032268
LOC105182143	GO:0009987
LOC105182143	GO:0008152
LOC105182143	GO:0034121
LOC105182143	GO:0090307
LOC105182143	GO:0090263
LOC105182144	GO:0008152
LOC105182144	GO:0008150
LOC105182144	GO:0046356
LOC105182144	GO:0046952
LOC105182144	GO:0015936
LOC105182144	GO:0006696
LOC105182144	GO:0009860
LOC105182144	GO:0006550
LOC105182144	GO:0072229
LOC105182144	GO:1902860
LOC105182144	GO:0006635
LOC105182144	GO:0001889
LOC105182144	GO:0060612
LOC105182144	GO:0006085
LOC105182144	GO:0009987
LOC105182147	GO:0008150
LOC105182147	GO:0009987
LOC105182155	GO:0008150
LOC105182158	GO:0008150
LOC105182158.5.p1	GO:0008150
LOC105182159	GO:0008150
LOC105182159	GO:0007496
LOC105182160	GO:0009156
LOC105182160	GO:0008150
LOC105182160	GO:0009161
LOC105182160	GO:0008152
LOC105182160	GO:0044208
LOC105182160	GO:0006106
LOC105182160	GO:0042594
LOC105182160	GO:0009987
LOC105182160	GO:0051262
LOC105182161	GO:0008150
LOC105182166	GO:0008152
LOC105182166	GO:0009987
LOC105182166	GO:0032502
LOC105182166	GO:0016192
LOC105182166	GO:0008150
LOC105182166	GO:0046879
LOC105182166	GO:0043277
LOC105182166	GO:0010165
LOC105182166	GO:0002076
LOC105182166	GO:0035774
LOC105182166	GO:0090181
LOC105182166	GO:0010715
LOC105182166	GO:0003139
LOC105182166	GO:1904646
LOC105182166	GO:0044321
LOC105182166	GO:0007041
LOC105182166	GO:0003148
LOC105182166	GO:0097242
LOC105182166	GO:2000164
LOC105182166	GO:0001702
LOC105182166	GO:1904209
LOC105182166	GO:0032092
LOC105182166	GO:2000162
LOC105182166	GO:0051897
LOC105182166	GO:2000166
LOC105182166	GO:0060976
LOC105182166	GO:1904109
LOC105182166	GO:0002265
LOC105182166	GO:0003223
LOC105182166	GO:0032374
LOC105182166	GO:0008584
LOC105182166	GO:1904447
LOC105182166	GO:2000168
LOC105182166	GO:0030514
LOC105182166	GO:1903979
LOC105182166	GO:2000149
LOC105182166	GO:0070447
LOC105182166	GO:0020028
LOC105182166	GO:1904300
LOC105182166	GO:2000587
LOC105182166	GO:0061156
LOC105182166	GO:1900223
LOC105182166	GO:2000151
LOC105182166	GO:1900149
LOC105182166	GO:0048694
LOC105182166	GO:0060982
LOC105182166	GO:0050766
LOC105182166	GO:0001843
LOC105182166	GO:0060068
LOC105182166	GO:1904395
LOC105182166	GO:0043170
LOC105182166	GO:0042632
LOC105182166	GO:0001523
LOC105182166	GO:0033280
LOC105182167	GO:0008152
LOC105182167	GO:0008150
LOC105182167	GO:0043170
LOC105182167	GO:0009987
LOC105182167	GO:0030218
LOC105182167	GO:0000184
LOC105182170	GO:0008150
LOC105182171	GO:0006367
LOC105182171	GO:0008150
LOC105182171	GO:0008152
LOC105182173	GO:0008152
LOC105182173	GO:0009987
LOC105182173	GO:1901068
LOC105182173	GO:0008150
LOC105182174	GO:0008152
LOC105182174	GO:0008150
LOC105182174	GO:0009987
LOC105182175	GO:0008152
LOC105182175	GO:0008150
LOC105182175	GO:0043170
LOC105182175	GO:0009987
LOC105182177	GO:0010467
LOC105182177	GO:0018130
LOC105182177	GO:0008150
LOC105182177	GO:0009987
LOC105182177	GO:1901362
LOC105182177	GO:0008152
LOC105182182	GO:0009987
LOC105182182	GO:0008150
LOC105182184	GO:0008150
LOC105182184	GO:0006875
LOC105182184	GO:0098662
LOC105182184	GO:0009987
LOC105182184	GO:0072719
LOC105182184	GO:1902311
LOC105182184	GO:0098655
LOC105182184	GO:1902861
LOC105182185	GO:0008150
LOC105182185	GO:0051248
LOC105182185	GO:0032268
LOC105182185	GO:0051716
LOC105182185	GO:0010467
LOC105182185	GO:0009987
LOC105182185	GO:0035194
LOC105182185	GO:0008152
LOC105182185	GO:0014070
LOC105182185	GO:0043170
LOC105182185	GO:0050830
LOC105182185	GO:2000628
LOC105182185	GO:0050829
LOC105182185	GO:0030422
LOC105182185	GO:0019953
LOC105182186	GO:0070727
LOC105182186	GO:0008150
LOC105182186	GO:0008152
LOC105182186	GO:0016192
LOC105182186	GO:0009987
LOC105182186	GO:0034613
